word,count
,1928
religion,270
projects,151
experimental,141
products,74
product,72
we’re,71
new,67
data,67
customers,64
experience,60
accommodation,53
trip,52
team,51
–,50
business,50
world.,49
transport,47
platform,47
want,46
including,46
building,44
whether,42
parts,41
connects,40
car,40
anywhere,39
build,39
freedom,39
development,39
code,36
journeys,35
excitement,35
tests.,35
a/b,35
take.,34
friends,34
place.,34
food,34
lines,34
next,34
night,34
sights,34
thrill,34
strong,34
morning.,34
sample.,34
&,34
make.,34
see.,34
first,34
people,33
believe,33
management,31
everything,31
ensuring,30
ability,30
recruiting,30
travel,28
user,28
teams,28
apartments,28
also,28
across,26
work,26
booking.com,26
000,26
strategic,25
engineering,25
deliver,24
working,24
design,24
future,22
responsible,22
grafana,21
objectives,20
partners,20
strategy,20
support,19
world,19
features,19
well,19
manage,19
actively,18
high,18
individual,18
operational,17
services,17
insurance,17
line,17
python,17
direction.,17
process,16
whole),16
(the,16
foundation,16
segments,16
organisational,16
passionate,16
plan,16
delivery,16
exciting,16
connected,15
scale,15
customer,15
programs,15
opportunity,15
self-starter,15
passion,15
booking,15
internal,15
effectively,15
designers,15
you’re,15
changes,15
understanding,14
stakeholders,14
addition,14
perl,14
manager,14
everyone,14
advocate,14
works,14
change,14
direction,14
quality.,14
taking,13
within,13
developments,13
agents,13
excited,13
focus,13
approach,13
ahead.,13
development.,13
selection,13
lie,13
long-term,13
help,13
investments,13
role,13
performance,13
java,13
good,13
shape,12
monitoring,12
allowing,12
technology,12
needs,12
scope,12
trust,12
science,12
public,12
timely,12
systems,12
assist,12
multi-task.,12
independently,12
sense,11
partner,11
data-led,11
package,11
collaborate,11
marketing,11
easier,11
enable,11
closely,11
platforms,11
relocation,11
generous,11
incidents,11
optimism,11
activities,11
scalability,11
prioritise,11
legal,10
variety,10
infrastructure,10
area,10
includes,10
content,10
sap,10
services.,10
cs,10
full,10
bootstrapping,10
centers,10
exist,10
key,10
lead,10
ownership,10
limited,10
firefighting,10
external,10
quality,10
expertise,9
(e.g.,9
field,9
finance,9
owners,9
commercial,9
premise,9
initiatives,9
quantitative,9
consumer,9
use,9
flights,9
drive,9
providing,9
make,9
booking.com.,9
vision,9
web,9
making,9
strategies,8
rooms,8
based,8
kafka,8
insights,8
focused,8
mysql,8
create,8
booking.com’s,8
global,8
without,8
provide,8
implementation,8
senior,8
smooth,8
knowledge,8
mission,8
engaging,8
reservations,8
operations,8
tactical,8
several,8
communication,8
best,8
planning,8
tools,8
prioritize,8
know,8
functions,8
equivalent,8
multiple,8
policy,8
equal,7
