word,count
gbr,289
ita,193
fra,179
usa,133
ger,132
bra,111
fin,62
aus,46
esp,45
aut,44
nzl,37
bel,36
arg,35
swe,33
jpn,32
sui,31
mex,27
ned,22
rsa,16
rus,10
den,8
pol,7
col,6
mon,6
ven,6
ind,5
por,4
irl,4
tha,4
rho,3
hun,2
chi,2
raf,1
ina,1
mas,1
