_c0,metro,price,way,views,provider,fee_percent,storey,minutes,storeys,living_area,kitchen_area,total_area
1013, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1014, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
1015, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1016, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1017, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1018, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1019, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1020, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1021, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1022, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1023, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1024, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1025, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1026, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1027, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1028, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1029, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1030, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1031, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1032, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1033, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1034, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1035, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1036, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1037, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1038, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1039, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1040, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1041, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1042, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1043, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1044, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
1045, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1046, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1047, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1048, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1049, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1050, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1051, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1052, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1053, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1054, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1055, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1056, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1057, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1058, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1059, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1060, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1061, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1062, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1063, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1064, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1065, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1066, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1067, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1068, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1069, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1070, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1071, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1072, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1073, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1074, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
1075, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1076, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1077, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1078, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1079, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1080, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1081, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1082, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1083, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1084, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1085, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1086, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1087, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1088, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1089, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1090, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1091, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1092, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1093, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1094, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1095, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1096, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1097, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1098, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1099, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1100, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1101, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1102, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1103, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1104, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
1105, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1106, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1107, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1108, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1109, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1110, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1111, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1112, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1113, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1114, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1115, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1116, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1117, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1118, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1119, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1120, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1121, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1122, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1123, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1124, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1125, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1126, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1127, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1128, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1129, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1130, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1131, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1132, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1133, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1134, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
1135, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1136, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1137, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1138, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1139, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1140, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1141, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1142, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1143, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1144, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1145, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1146, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1147, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1148, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1149, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1150, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1151, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1152, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1153, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1154, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1155, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1156, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1157, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1158, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1159, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1160, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1161, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1162, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1163, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1164, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
1165, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1166, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1167, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1168, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1169, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1170, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1171, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1172, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1173, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1174, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1175, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1176, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1177, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1178, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1179, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1180, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1181, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1182, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1183, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1184, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1185, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1186, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1187, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1188, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1189, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1190, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1191, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1192, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1193, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1194, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
1195, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1196, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1197, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1198, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1199, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1200, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1201, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1202, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1203, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1204, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1205, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1206, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1207, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1208, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1209, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1210, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1211, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1212, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1213, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1214, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1215, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1216, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1217, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1218, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1219, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1220, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1221, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1222, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1223, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1224, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
1225, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1226, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1227, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1228, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1229, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1230, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1231, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1232, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1233, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1234, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1235, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1236, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1237, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1238, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1239, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1240, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1241, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1242, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1243, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1244, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1245, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1246, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1247, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1248, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1249, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1250, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1251, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1252, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1253, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1254, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
1255, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1256, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1257, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1258, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1259, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1260, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1261, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1262, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1263, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1264, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1265, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1266, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1267, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1268, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1269, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1270, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1271, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1272, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1273, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1274, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1275, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1276, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1277, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1278, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1279, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1280, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1281, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1282, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1283, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1284, Shabolovskaia ,20000,walk,74,realtor                 ,50,5,10,8,20,10,40
1285, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1286, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1287, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1288, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1289, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1290, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1291, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1292, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1293, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1294, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1295, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1296, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1297, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1298, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1299, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1300, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1301, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1302, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1303, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1304, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1305, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1306, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1307, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1308, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1309, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1310, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1311, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1312, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1313, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1314, Shabolovskaia ,20000,walk,74,realtor                 ,50,5,10,8,20,10,40
1315, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1316, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1317, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1318, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1319, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1320, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1321, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1322, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1323, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1324, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1325, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1326, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1327, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1328, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1329, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1330, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1331, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1332, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1333, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1334, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1335, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1336, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1337, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1338, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1339, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1340, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1341, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1342, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1343, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1344, Shabolovskaia ,20000,walk,74,realtor                 ,50,5,10,8,20,10,40
1345, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1346, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1347, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1348, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1349, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1350, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1351, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
